income,race,sex
27000,W,Male
10250,B/AA,Male
23500,Native Am.,Female
14900,W,Male
25000,W,Male
70500,A/P,Male
4200,W,Female
15000,W,Female
70000,W,Female
30000,A/P,Female
30000,W,Male
15000,W,Female
150000,W,Male
36000,W,Male
78000,W,Male
82000,W,Male
25000,W,Male
25000,W,Female
40500,W,Female
80000,W,Male
68300,W,Female
25000,W,Female
5000,W,Male
270000,W,Male
28100,A/P,Male
38000,W,Male
39400,W,Male
50000,A/P,Female
83600,W,Male
43200,A/P,Male
48000,A/P,Female
26000,W,Female
38000,W,Female
42000,W,Female
31200,W,Female
66000,W,Male
81000,W,Male
46000,A/P,Male
104000,A/P,Female
103000,W,Male
68000,W,Male
30000,W,Female
62000,W,Female
29500,W,Female
107000,W,Female
50000,W,Male
11000,W,Male
62000,W,Female
65000,W,Male
74000,W,Male
20000,A/P,Female
140300,W,Male
70000,Native Am.,Male
7000,Native Am.,Female
55000,Multi,Male
23400,A/P,Female
70000,W,Female
109000,Native Am.,Male
59100,A/P,Male
70000,W,Male
18000,W,Female
12000,W,Male
30900,Multi,Male
62000,W,Female
798000,W,Male
30000,W,Male
524500,W,Male
125000,W,Male
150000,W,Male
60000,W,Male
11600,W,Female
48000,W,Female
40000,W,Male
8000,W,Female
70000,W,Female
130000,W,Male
120000,A/P,Female
86000,W,Male
54000,W,Male
31000,Multi,Male
28000,W,Male
10000,A/P,Female
15000,W,Male
175000,W,Male
65300,W,Male
49600,W,Female
21000,W,Female
65000,W,Male
52500,W,Male
62060,A/P,Male
90000,W,Male
80000,W,Male
125000,W,Male
285000,W,Female
55000,W,Male
100000,W,Female
54000,W,Female
64000,W,Female
39000,W,Male
35000,W,Female
60000,W,Male
521000,W,Male
48000,W,Female
90000,Multi,Male
20000,W,Female
41600,A/P,Male
40000,A/P,Male
521000,W,Male
48000,W,Male
62000,Multi,Female
60000,W,Male
75000,W,Male
130000,W,Male
9600,W,Female
50000,W,Female
85200,W,Female
22000,W,Female
68000,W,Male
60500,W,Male
33000,W,Male
38400,W,Female
30000,W,Male
80000,W,Female
78000,W,Female
75000,W,Male
55000,Multi,Female
30000,A/P,Female
45300,W,Male
25000,W,Female
117500,W,Male
247000,W,Male
69000,W,Female
15600,W,Female
222000,A/P,Male
21900,W,Female
36000,W,Female
24300,B/AA,Male
21100,W,Male
8000,Multi,Male
117000,W,Male
29000,W,Female
30000,W,Female
7000,W,Female
56000,W,Female
32000,W,Female
73000,B/AA,Male
100000,W,Female
31600,W,Female
48100,W,Female
50000,B/AA,Female
63600,W,Female
35000,Multi,Male
95000,W,Male
24400,W,Female
150000,W,Male
18000,W,Male
10600,W,Female
28800,W,Female
29000,W,Female
20000,W,Female
61600,W,Female
24000,W,Female
76000,A/P,Female
35000,W,Male
90000,W,Female
150200,W,Male
23000,W,Female
56000,W,Female
4800,W,Male
521000,W,Female
200000,W,Male
180150,W,Male
20000,W,Male
150000,A/P,Male
15000,A/P,Female
15000,W,Female
19000,Multi,Male
60000,W,Male
25000,W,Male
85000,W,Female
60000,W,Male
68000,W,Female
45000,A/P,Male
25000,W,Female
27700,W,Male
17500,W,Male
80000,W,Female
19800,W,Female
95000,A/P,Female
20060,Native Am.,Male
519600,A/P,Male
80000,Native Am.,Female
8800,W,Female
11700,W,Male
41000,A/P,Male
81000,W,Male
193000,W,Male
28800,W,Male
39000,W,Male
40000,W,Female
200000,W,Male
20800,W,Female
40000,W,Female
29800,W,Female
55000,W,Female
36000,W,Male
163000,W,Male
60000,W,Male
75000,W,Female
90000,W,Male
130000,A/P,Male
150000,W,Female
150000,W,Male
30000,W,Female
45000,W,Male
120000,W,Male
54000,W,Male
521000,W,Male
15000,W,Female
80000,W,Male
60000,W,Female
42420,W,Female
24000,B/AA,Female
105000,W,Male
21800,W,Male
67000,W,Male
42050,W,Male
25000,W,Female
36000,W,Male
40000,Multi,Female
107000,W,Female
67000,W,Female
90000,W,Male
60000,W,Male
145000,W,Male
69000,W,Female
17000,B/AA,Female
37000,W,Male
65000,W,Male
31000,W,Male
32600,W,Female
65400,W,Female
50000,W,Female
23600,W,Female
36000,W,Female
60000,W,Female
50000,W,Male
35000,W,Male
18000,W,Male
68000,W,Male
61700,W,Male
27000,W,Female
26000,W,Male
3000,W,Male
75000,W,Male
20000,B/AA,Female
50000,B/AA,Male
109000,W,Female
35000,W,Male
39000,W,Male
30000,W,Male
43000,Multi,Male
102000,W,Male
56000,W,Female
33000,W,Female
37500,W,Male
22000,W,Female
29000,W,Male
79000,W,Male
18000,B/AA,Male
70000,W,Female
20800,W,Male
90000,W,Male
15000,W,Male
40000,W,Female
34000,B/AA,Female
50000,W,Male
60000,W,Male
145000,W,Male
28000,W,Female
439000,W,Male
70000,W,Male
53000,W,Male
41600,W,Female
58000,W,Male
112000,W,Male
6000,W,Female
66000,W,Female
53130,W,Male
36000,W,Female
60000,W,Female
9000,W,Female
28000,W,Female
39000,W,Female
45000,W,Male
64000,W,Female
26000,W,Male
19000,W,Female
65000,W,Male
54100,W,Female
45000,W,Female
23000,W,Female
82000,W,Male
50000,W,Female
60000,W,Male
80000,W,Male
10000,W,Female
47550,W,Female
42000,W,Male
28000,W,Female
5000,W,Female
35400,W,Male
129800,W,Male
15010,W,Male
48000,B/AA,Male
30000,W,Male
60000,W,Male
30400,W,Male
31000,W,Male
30000,W,Female
40000,W,Male
109500,W,Male
24200,W,Male
84000,W,Female
50000,W,Male
74000,W,Male
24000,A/P,Female
100000,W,Male
380,W,Female
42000,W,Male
1000,W,Female
24000,W,Female
80000,W,Male
31600,B/AA,Female
19500,W,Female
28000,W,Female
55000,W,Male
14300,W,Male
150000,W,Male
6000,W,Female
120000,W,Male
30000,Native Am.,Female
16700,W,Female
57200,W,Male
50000,W,Female
80000,W,Female
101000,W,Female
26000,W,Female
100000,W,Male
40000,B/AA,Male
22000,W,Male
45000,W,Male
27000,W,Female
50000,W,Male
65000,W,Male
15000,W,Male
29400,W,Male
22200,W,Female
40000,W,Female
48000,W,Male
120000,W,Male
43000,W,Female
77000,W,Male
33000,W,Female
15000,W,Female
60000,W,Male
15000,Multi,Female
30000,A/P,Female
10800,Multi,Female
60000,W,Female
36000,W,Female
42000,A/P,Female
37000,W,Male
451000,W,Male
40000,W,Male
46000,W,Female
50000,W,Male
75000,W,Female
28000,W,Female
55130,W,Female
13000,W,Male
50000,W,Male
50000,W,Male
25590,W,Female
84000,W,Male
39140,W,Male
24000,W,Female
38000,W,Female
50300,W,Male
64500,W,Male
40000,W,Male
24000,W,Female
58000,W,Male
150000,W,Male
78030,W,Male
54000,A/P,Male
30000,W,Male
20000,W,Female
21600,W,Female
40000,W,Male
7000,W,Female
25000,Multi,Male
70000,W,Male
13900,W,Female
7400,W,Male
78000,W,Male
14200,W,Female
20000,W,Female
52000,W,Female
50200,W,Male
64000,W,Male
47000,W,Male
36000,W,Female
39500,W,Male
50000,W,Female
12200,W,Male
45000,W,Female
30000,B/AA,Female
40000,W,Female
84000,W,Male
60000,W,Male
21000,W,Female
58000,W,Male
25000,W,Male
45000,Native Am.,Male
35000,W,Female
45000,W,Male
59200,W,Female
43900,B/AA,Male
85000,W,Female
20000,W,Female
102200,W,Male
45000,W,Male
4000,Multi,Male
110000,W,Male
69000,Multi,Male
39000,W,Male
130000,W,Male
6440,W,Male
66000,W,Male
25000,W,Female
30000,W,Male
35000,W,Male
25000,W,Male
40500,W,Female
26000,W,Female
40000,W,Male
26000,W,Female
18900,B/AA,Female
52000,W,Male
57200,W,Female
29000,B/AA,Male
42000,W,Female
38000,W,Male
36100,W,Male
40000,W,Female
16800,W,Female
17700,W,Female
114000,W,Male
70000,W,Male
65000,W,Male
18000,B/AA,Female
44000,W,Female
9200,W,Female
20000,W,Female
